name,brand,ingredients
Banana Bright Face Primer, OLEHENRIKSEN,"Water, Squalane, Dimethicone, Cetearyl Alcohol, Glycerin, Caprylic/Capric Triglyceride, Isododecane, Polymethylsilsesquioxane, Mica, Coconut Alkanes,  Titanium Dioxide (Ci 77891), Sclerocarya Birrea Seed Oil, Dilinoleic Acid/Propanediol Copolymer, 3-O-Ethyl Ascorbic Acid, Cetearyl Methicone, Silica, Phenoxyethanol, Cetearyl Glucoside,  Xylitylglucoside, Dimethicone/Vinyltrimethylsiloxysilicate Crosspolymer, Anhydroxylitol, Microcrystalline Cellulose, Potassium Cetyl Phosphate, Stevioside, Polysilicone-11, Coco-Caprylate/Caprate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xylitol, Tocopherol, Parfum/Fragrance, Potassium Azeloyl Diglycinate, Iron Oxides (Ci 77491), Dipotassium Glycyrrhizate, Ethylhexylglycerin, Glucose, Xanthan Gum, Sodium Citrate, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Hippophae Rhamnoides Extract, Lycium Barbarum Fruit Extract, Rosa Canina Fruit Extract, Sodium Hydroxide, Leuconostoc/Radish Root Ferment Filtrate, Polysorbate 60, Sorbitan Isostearate, Ascorbic Acid, Aroma/Flavor, Sodium Chloride, Citral, Limonene, Linalool."
C-Rush™ Brightening Double Crème, OLEHENRIKSEN,"Three Sources of Vitamin C, Rose of Winter Extract, Shea Butter, Aqua/Water/Eau, Glycerin, Propanediol, Myristyl Myristate, Dicaprylyl Carbonate, 3-O-Ethyl Ascorbic Acid, Glyceryl Stearate, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, Panthenol, Polysorbate 60, Dimethicone, Candelilla/Jojoba/Rice Bran Polyglyceryl-3 Esters, Polyacrylate Crosspolymer-6, Tetrahexydecyl Ascorbate, Vitis Vinifera (Grape) Seed Oil, Jojoba Esters, Hydroxyacetonphenone, Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer, Linoleic Acid, Cetearyl Olivate, Sorbitan Olivate, Parfum/Fragrance, Sodium Stearoyl Lactylate, Phenoxyethanol, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Linolenic Acid, Citrus Limon (Lemon) Fruit Extract, Rosa Canina Fruit Extract, Hippophae Rhamnoides Extract, Ethylhexylglycerin, Lycium Barbarum Fruit Extract, Citrus Aurantium Dulcis (Orange) Fruit Extract, Xanthan Gum, Leuconostoc/Radish Root Ferment Filtrate, Camellia Japonica Flower Extract, Citric Acid, Sodium Phytate, Collagen, Ascorbic Acid, Tocopherol, Yellow 6 (Ci 15985), Yellow 5 (Ci 19140), Citral, Limonene, Linalool, Benzyl Benzoate, Benzyl Alcohol."
Cold Plunge™ Pore Remedy Moisturizer with BHA/LHA, OLEHENRIKSEN,"Salicylic Acid (BHA) and Lipohydroxy Acid (LHA), Alpine Willowherb Extract, Green Fusion Complex™, Aqua/Water/Eau, Propanediol, Dicaprylyl Carbonate, Glycerin, Isopentyldiol, Cetearyl Olivate, Polysorbate 60, Sorbitan Olivate, Capryloyl Salicylic Acid, Cetearyl Alcohol, Dimethicone, Pseudoalteromonas Ferment Extract, Stearyl Alcohol, Phenoxyethanol, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Salicylic Acid, Sodium Polyacrylate Starch, Menthyl Lactate, Parfum/Fragrance, Epilobium Fleischeri Flower/Leaf/Stem Extract, Dipotassium Glycyrrhizate, Trifolium Pratense (Clover) Flower Extract, Sodium Phytate, Citric Acid, Ethylhexylglycerin, Camellia Sinensis Leaf Extract, Chondrus Crispus (Carrageenan) Extract, Eucalyptus Globulus Leaf Extract, Macrocystis Pyrifera (Kelp) Extract, Potassium Sorbate, Sodium Salicylate, Tocopherol, Yellow 5 (CI 19140), Blue 1 (CI 42090), Limonene."
Firmly Yours Dry Body Oil with Peptides, OLEHENRIKSEN,"Peptides, Elderberry, Black Currant, and Cloudberry Oil, Sweet White Lupin, Coco-Caprylate/Caprate, Crambe Abyssinica Seed Oil, Dicaprylyl Ether, Squalane, Sambucus Nigra Seed Oil, Passiflora Incarnata Seed Oil, Tocopheryl Acetate, Salvia Hispanica Seed Oil, Borago Officinalis Seed Oil, Vaccinium Vitis-Idaea Seed Oil, Lupinus Albus Seed Extract, Palmitoyl Hexapeptide-12, Palmitoyl Tripeptide-1, Euterpe Oleracea Sterols, Linoleic Acid, Linolenic Acid, Oleic Acid, Sambucus Nigra Fruit Extract, Bisabolol, Tocopherol, Helianthus Annuus (Sunflower) Seed Oil, Citrus Paradisi (Grapefruit) Peel Oil,Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Cymbopogon Citratus Leaf/Stem Oil,Caprylic/Capric Triglyceride, Pentaerythrityl Tetraisostearate, Propylene Carbonate, Stearalkonium Hectorite, Limonene, Citral."
Dewtopia 5% AHA Firming Night Crème, OLEHENRIKSEN,"AHAs 5% (Glycolic and Lactic Acids), Edelweiss Stem Cell, Shea Butter, Aqua/Water/Eau, Glycerin, Vitis Vinifera (Grape) Seed Oil, Butyrospermum Parkii (Shea) Butter, C12-15 Alkyl Benzoate, Dicaprylyl Carbonate, Lactic Acid, Cetearyl Alcohol, Glycolic Acid, Glyceryl Stearate, Potassium Hydroxide, Propanediol, Panthenol, Citric Acid, Leontopodium Alpinum Callus Culture Extract, Riboflavin, Tocopherol, Tocopheryl Acetate, Bakuchiol, Linoleic Acid, Linolenic Acid, Enteromorpha Compressa Extract, Chamomilla Recutita (Matricaria) Flower Extract, Ocimum Sanctum Leaf Extract, Silybum Marianum Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Saccharum Officinarum (Sugar Cane) Extract/Extrait De Canne À Sucre, Santalum Album (Sandalwood) Extract, Citrus Limon (Lemon) Fruit Extract, Citrus Aurantifolia (Lime) Peel Extract, Citrus Aurantium Bergamia (Bergamot) Peel Oil, Citrus Limon (Lemon) Peel Oil, Cetyl Alcohol, Sorbitan Oleate, Leuconostoc/Radish Root Ferment Filtrate, Cetearyl Glucoside, Sodium Phytate, Glucose, Sodium Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Ceteth-20, Steareth-20, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Hydroxyacetophenone, Xanthan Gum, Dimethicone, Polysorbate 60, Polysorbate 80, PEG-75 Stearate, Isohexadecane, Phenoxyethanol, Triethyl Citrate, Ethylhexylglycerin, Dimethylhydroxy Furanone, Vanillin, Limonene, Linalool, Citral."
Stay in Touch Restorative Hand Crème, OLEHENRIKSEN,"Scandinavian Botanical Oil Blend (Cloudberry, Elderberry, Lingonberry, and Black Currant Seed Oil), Açaí Sterols, Carnitine, Aqua/Water/Eau, Caprylic/Capric Triglyceride, Lauryl Laurate, Stearyl Alcohol, Helianthus Annuus (Sunflower) Seed Oil, Squalane, Glycerin, Polyglyceryl-2 Stearate, Glycerylstearate, Glyceryl Stearate Se, Euterpe Oleracea Sterols, Rubus Chamaemorus Seed Oil, Ribes Nigrum (Black Currant) Seed Oil, Sambucus Nigra Seed Oil, Vaccinium Vitis-Idaea Seed Oil, Polyglutamic Acid, Linoleic Acid, Oleic Acid, Linolenic Acid, Carnitine, Sodium Pca, Tocopherol, Citrus Grandis (Grapefruit) Fruit Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Citrus Sinensis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Potassium Cetyl Phosphate, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Sodium Hydroxide, Sodium Phytate, Ethylhexylglycerin,Citrus Paradisi (Grapefruit) Peel Oil, Xanthan Gum, Citrus Nobilis (Mandarin Orange) Peel Oil, Phenoxyethanol, Dimethicone, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Leuconostoc/Radish Root Ferment Filtrate, Cymbopogon Citratus Leaf/Stem Oil, Limonene, Citral."
Mini BeamCream Smoothing Body Moisturizer with AHAs, OLEHENRIKSEN,"AHAs (Alpha Hydroxy Acids) and Fruit Enzymes, Caffeine, EFAs (Essential Fatty Acids), Rich Butters, and Oils, Aqua/Water/Eau, Caprylic/Capric Triglyceride, Crambe Abyssinica Seed Oil, Cetyl Ethylhexanoate, Lactic Acid, Cetearyl Alcohol, Methylpropanediol, Propanediol, Steareth-21, Butyrospermum Parkii (Shea) Butter, Mangifera Indica (Mango) Seed Butter, Dimethicone, Potassium Hydroxide, Glycolic Acid, Sambucus Nigra Seed Oil, Vaccinium Vitis-Idaea Seed Oil, Caffeine, Carnitine, Polyglutamic Acid, Octadecenedioic Acid, Citrus Grandis (Grapefruit) Fruit Extract, Citrus Paradisi (Grapefruit) Fruit Extract, Citrus Sinensis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Helianthus Annuus (Sunflower) Seed Oil, Glycerin, Tocopherol, Cetearyl Olivate, Sorbitan Olivate, Caprylyl Glycol, Polysorbate 60, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Potassium Cetyl Phosphate, Leuconostoc/Radish Root Ferment Filtrate, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Citrus Paradisi (Grapefruit) Peel Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Citrus Limon (Lemon) Peel Oil, Cymbopogon Citratus Leaf/Stem Oil, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Ethylhexylglycerin, Glycine Soja (Soybean) Oil, Hydroxyacetophenone, Tromethamine, Limonene, Citral."
Glow2OH™ Dark Spot Toner, OLEHENRIKSEN,"Water, Glycolic Acid, Hamamelis Virginiana (Witch Hazel) Water, Lactic Acid, Sodium Hydroxide, Polysorbate 20, Phenoxyethanol, Fragrance, Phytic Acid, Ethylhexylglycerin, Glycerin, Chamomilla Recutita (Matricaria) Flower Extract, Citrus Limon (Lemon) Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Saccharum Officinarum (Sugar Cane) Extract, Santalum Album (Sandalwood) Extract, Benzoic Acid, Leuconostoc/Radish Root Ferment Filtrate, Tocopherol, Citral, Limonene, Linalool."
Point Made Waterproof Liquid Eyeliner Pen, ONE/SIZE by Patrick Starrr,"Aqua/Water/Eau, Methylpropanediol, Styrene/Acrylates Copolymer, Styrene/Acrylates/Ammonium Methacrylate Copolymer, Cellulose, PEG-60 Hydrogenated Castor Oil, Coco-Glucoside, Poloxamer 407, Citric Acid, Phenoxyethanol, Potassium Sorbate, Phenylpropanol, Sodium Benzoate, Caprylyl Glycol, Sodium Laureth-12 Sulfate, Sodium Lauryl Sulfate, Sodium Dehydroacetate, BHT, CI 77266 (Black 2) [NANO]."
On 'Til Dawn Mattifying Waterproof Setting Spray, ONE/SIZE by Patrick Starrr,"Green Tea Extract, Witch Hazel, Butane, Alcohol Denat., Isobutane, Diisopropyl Adipate, Magnesium Carbonate, Alcohol, Methacryloyl Ethyl Betaine/Acrylates Copolymer, Water (Aqua/Eau), Fragrance (Parfum), Hamamelis Virginiana (Witch Hazel) Water, Aloe Barbadensis Leaf Juice, Panthenol, Camellia Sinensis Leaf Extract, Tocopheryl Acetate, Glycerin, Phenoxyethanol, Cucumis Sativus (Cucumber) Fruit Extract, Benzoic Acid, Limonene, Linalool, Hexyl Cinnamal."
Lip Snatcher Waterproof Precision Lip Liner, ONE/SIZE by Patrick Starrr,"Vitamins C and E, Cottonseed and Olive Oils, Carnauba and Candelilla Waxes, Caprylic/Capric Triglyceride, Synthetic Fluorphlogopite, Bis-Diglyceryl Polyacyladipate-2, Hydrogenated Olive Oil Myristyl Esters, C10-18 Triglycerides, Polyethylene, Hydrogenated Olive Oil Decyl Esters, Hydrogenated Cottonseed Oil, Euphorbia Cerifera (Candelilla) Wax (Candelilla Cera/Cire de Candelilla), Copernicia Cerifera (Carnauba) Wax (Cera Carnauba/Cire De Carnauba), Tocopherol, Ascorbyl Palmitate. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Manganese Violet (CI 77742), Yellow 5 Lake (CI 19140), Red 7 Lake (CI 15850)."
Ultimate Blurring Setting Powder, ONE/SIZE by Patrick Starrr,"Performance Powder Microspheres, SurfaceTreated Pigments, SoftFocus Powders, Talc (Asbestos-Free)*, Calcium Aluminum Borosilicate, Magnesium Myristate, Nylon-12, Caprylic/Capric Triglyceride, Ethylhexyl Palmitate, Zea Mays (Corn) Starch, Phenoxyethanol, Caprylyl Glycol, Lauroyl Lysine, Sodium Dehydroacetate, Trimethylsiloxysilicate, Polymethyl Methacrylate, Ascorbyl Palmitate, Methicone, May Contain/Peut Contenir (±): Iron Oxides (CI 77491, CI 77492, CI 77499), Yellow 5 Lake (CI 19140), Ultramarines (CI77007)."
Fantasize Lifting & Lengthening Mascara, ONE/SIZE by Patrick Starrr,"Castor Seed Oil, Coconut Oil, Argan Oil, Water (Aqua/Eau), Copernicia Cerifera (Carnauba) Wax (Cera Carnauba/Cire De Carnauba), Glyceryl Stearate, VP/Hexadecene Copolymer, Ricinus Communis (Castor) Seed Oil, Synthetic Beeswax, Polyvinyl Alcohol, Acrylates Copolymer, Palmitic Acid, Stearic Acid, Propanediol, Oryza Sativa (Rice) Bran Wax, Octyldodecanol, 1,2-Hexanediol, Hydroxyacetophenone, Panthenol, Rhus Verniciflua Peel Wax, Glycerin, Sodium Hydroxide, Caprylhydroxamic Acid, Caprylic/Capric Triglyceride, Cocos Nucifera (Coconut) Oil, Pistacia Lentiscus (Mastic) Gum, Argania Spinosa Kernel Oil, Acetyl Hexapeptide-1, Dextran, Iron Oxide (CI 77499)."
Eye Popper Creamy Matte Liquid Eyeshadow, ONE/SIZE by Patrick Starrr,"Isododecane, Dimethicone, Disteardimonium Hectorite, Synthetic Fluorphlogopite, Trimethylsiloxysilicate, VP/Eicosene Copolymer, Silica, Dimethicone/Vinyl Dimethicone Crosspolymer, Propylene Carbonate, Silica Dimethyl Silylate, Butyrospermum Parkii (Shea) Butter, Triethoxycaprylylsilane, Tocopheryl Acetate, Kaolin, Helianthus Annuus (Sunflower) Seed Oil, Albizia Julibrissin Bark Extract, Citric Acid. May Contain/Peut Contenir (±): Titanium Dioxide (CI 77891), Iron Oxides (CI 77491, CI 77492, CI 77499), Ultramarines (CI 77007)."
Secure The Sweat Waterproof Mattifying Primer, ONE/SIZE by Patrick Starrr,"Bamboo Marrow Powder, Horsetail and Sage Extracts, Squalane, Water (Aqua/Eau), Alcohol, Bambusa Arundinacea Stem Powder, Heptyl Undecylenate, Propanediol, Butylene Glycol, Glycerin, Squalane, Sodium Acrylates Crosspolymer-2, Propylene Glycol, Dimethicone, Polyacrylate Crosspolymer-6, Silica, HDI/Trimethylol Hexyllactone Crosspolymer, Niacinamide, Phenoxyethanol, Polyurethane-35, Ethylhexylglycerin, Sodium Phytate, Equisetum Arvense Extract, Tocopherol, Zinc PCA, Maltodextrin, Methylpropanediol, Salvia Officinalis (Sage) Oil, Caprylyl Glycol, Syringa Vulgaris (Lilac) Extract, Phenylpropanol."
BrowKiki Micro Brow Defining Pencil, ONE/SIZE by Patrick Starrr,"Vitamin E, Polyglyceryl-2 Triisostearate, Polyethylene, Hydrogenated Vegetable Oil, Copernicia Cerifera (Carnauba) Wax (Cera Carnauba/Cire De Carnauba), Hydrogenated Coco-Glycerides, Zinc Stearate, Mica, Caprylic/Capric Glycerides, Polybutene, Aluminum Hydroxide, Triethoxycaprylylsilane, Tocopheryl Acetate, Sorbitan Tristearate. May Contain/Peut Contenir (±): Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)"
BrowKiki Nourishing Tinted Brow Gel, ONE/SIZE by Patrick Starrr,"Castor Seed Oil, Coconut Oil, Triple Fiber Blend, Hydrogenated Polyisobutene, Polyethylene, Microcrystalline Wax (Cera Microcristallina/Cire Microcristalline), Paraffin, Silica, Diisostearyl Malate, Euphorbia Cerifera (Candelilla) Wax Extract, Disteardimonium Hectorite, Glyceryl Diisostearate, Nylon-6, Alcohol, Cocos Nucifera (Coconut) Oil, Dextrin Myristate, Pentylene Glycol, Ricinus Communis (Castor) Seed Oil, Phenoxyethanol, Dimethicone, Tocopherol, Nylon-66, Aluminum Hydroxide. May Contain/Peut Contenir (±): Iron Oxides (CI 77491, CI 77492, CI 77499), Titanium Dioxide (CI 77891)"
Mini Fantasize Lifting & Lengthening Mascara, ONE/SIZE by Patrick Starrr,"Castor Seed Oil, Coconut Oil, Argan Oil, Water (Aqua/Eau), Copernicia Cerifera (Carnauba) Wax (Cera Carnauba/Cire De Carnauba), Glyceryl Stearate, VP/Hexadecene Copolymer, Ricinus Communis (Castor) Seed Oil, Synthetic Beeswax, Polyvinyl Alcohol, Acrylates Copolymer, Palmitic Acid, Stearic Acid, Propanediol, Oryza Sativa (Rice) Bran Wax, Octyldodecanol, 1,2-Hexanediol, Hydroxyacetophenone, Panthenol, Rhus Verniciflua Peel Wax, Glycerin, Sodium Hydroxide, Caprylhydroxamic Acid, Caprylic/Capric Triglyceride, Cocos Nucifera (Coconut) Oil, Pistacia Lentiscus (Mastic) Gum, Argania Spinosa Kernel Oil, Acetyl Hexapeptide-1, Dextran, Iron Oxide (CI 77499)."
Niacinamide 10% + Zinc 1% Oil Control Serum , The Ordinary,"Niacinamide (Vitamin B3), Zinc PCA, Aqua (Water), Niacinamide, Pentylene Glycol, Zinc PCA, Dimethyl Isosorbide, Tamarindus Indica Seed Gum, Xanthan gum, Isoceteth-20, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin."
Hyaluronic Acid 2% + B5 Hydrating Serum, The Ordinary,"Vitamin B5, Nextgeneration Hyaluronic Acid Crosspolymer, Water, Sodium Hyaluronate, Pentylene Glycol, Propanediol, Sodium Hyaluronate Crosspolymer, Panthenol, Ahnfeltia Concinna Extract, Glycerin, Trisodium Ethylenediamine Disuccinate, Citric Acid, Isoceteth-20, Ethoxydiglycol, Ethylhexylglycerin, Hexylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Caprylyl Glycol."
Multi-Peptide Lash and Brow Serum, The Ordinary,"Acetyl Tetrapeptide3 in combination with Trifolium Pratense Flower Extract, Biotinoyl Tripeptide1 and Panthenol, Combination of Camellia Sinensis Leaf Extract, Larix Europaea Wood Extract, and Zinc Chloride, Aqua, Glycerin, Butylene Glycol, Myristoyl Pentapeptide-17, Biotinoyl Tripeptide-1, Oligopeptide-2, Acetyl Tetrapeptide-3, Caffeine, Panthenol, Arginine, Glycine, Glycoproteins, Larix Europaea Wood Extract, Trifolium Pratense Flower Extract, Camellia Sinensis Leaf Extract, Dextran, Maltodextrin, Zinc Chloride, Hydroxyethylcellulose, Xanthan Gum, Trisodium Ethylenediamine Disuccinate, Polysorbate 20, Sodium Metabisulfite, Caprylyl Glycol, 1,2-Hexanediol, Sodium Benzoate, Benzoic Acid, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin."
Glycolic Acid 7% Exfoliating Toning Solution, The Ordinary,"Glycolic Acid, Tasmanian Pepperberry Derivative, Ginseng Root and Aloe Vera, Aqua (Water), Glycolic Acid, Rosa damascena flower water, Centaurea cyanus flower water, Aloe Barbadensis Leaf Water, Propanediol, Glycerin, Triethanolamine, Aminomethyl Propanol, Panax Ginseng Root Extract, Tasmannia Lanceolata Fruit/Leaf Extract, Aspartic Acid, Alanine, Glycine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glutamic Acid, Arginine, PCA, Sodium PCA, Sodium Lactate, Fructose, Glucose, Sucrose, Urea, Hexyl Nicotinate, Dextrin, Citric Acid, Polysorbate 20, Gellan Gum, Trisodium Ethylenediamine Disuccinate, Sodium Chloride, Hexylene Glycol, Potassium Sorbate, Sodium Benzoate, 1,2-Hexanediol, Caprylyl Glycol."
Natural Moisturizing Factors + HA, The Ordinary,"Dermal Lipids (Phospholipids, Alpha/Beta/Gamma Fatty Acids, Triglycerides, Sterols, and Sterol Esters, Ceramide Precursors), Urea, Allantoin, Sodium PCA, Glycerin, and 11 Amino Acids (Arginine, Aspartic Acid, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, and Phenylalanine), Saccharides (Trehalose, Maltose, and Fructose), Hyaluronic Acid, Water, Caprylic/Capric Triglyceride, Cetyl Alcohol, Propanediol, Stearyl Alcohol, Glycerin, Sodium Hyaluronate, Arginine, Aspartic Acid, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glucose, Maltose, Fructose, Trehalose, Sodium PCA, PCA, Sodium Lactate, Urea, Allantoin, Linoleic Acid, Oleic Acid, Phytosteryl Canola Glycerides, Palmitic Acid, Stearic Acid, Lecithin, Triolein, Tocopherol, Carbomer, Isoceteth-20, Polysorbate 60, Sodium Chloride, Citric Acid, Trisodium Ethylenediamine Disuccinate, Pentylene Glycol, Triethanolamine, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin."
Salicylic Acid 2% Exfoliating Acne Solution, The Ordinary,"Salicylic Acid 2%, Aqua (Water), Saccharide Isomerate, Cocamidopropyl Dimethylamine, Salicylic Acid, Hydroxyethylcellulose, Polysorbate 20, Citric Acid, Sodium Citrate, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin."
"Retinol 1% in Squalane, Signs of Aging Serum", The Ordinary,"Retinol, Squalane, Caprylic/Capric Triglyceride, Retinol, Solanum Lycopersicum (Tomato) Fruit Extract, Simmondsia Chinensis (Jojoba) Seed Oil, BHT."
Caffeine 5% + EGCG Depuffing Eye Serum, The Ordinary,"Aqua (Water), Caffeine, Maltodextrin, Glycerin, Propanediol, Epigallocatechin Gallatyl Glucoside, Gallyl Glucoside, Hyaluronic Acid, Oxidized Glutathione, Melanin, Glycine Soja (Soybean) Seed Extract, Urea, Pentylene Glycol, Hydroxyethylcellulose, Polyacrylate Crosspolymer-6, Xanthan gum, Lactic Acid, Dehydroacetic Acid, Trisodium Ethylenediamine Disuccinate, Propyl Gallate, Dimethyl Isosorbide, Benzyl Alcohol, 1,2-Hexanediol, Ethylhexylglycerin, Phenoxyethanol, Caprylyl Glycol."
Squalane Cleanser, The Ordinary,"Squalane, Water, Coco-Caprylate/Caprate, Glycerin, Sucrose Stearate, Ethyl Macadamiate, Caprylic/Capric Triglyceride, Sucrose Laurate, Hydrogenated Starch Hydrolysate, Sucrose Dilaurate, Sucrose Trilaurate, Polyacrylate Crosspolymer-6, Isoceteth-20, Sodium Polyacrylate, Tocopherol, Hydroxymethoxyphenyl Decanone, Trisodium Ethylenediamine Disuccinate, Malic Acid, Ethylhexylglycerin, Chlorphenesin."
Multi-Peptide Serum for Hair Density, The Ordinary,"Redensyl (Givaudan), Procapil (Sederma Inc.), Baicapil (Provital), Aqua (Water), Propanediol, Butylene Glycol, Glycerin, Caffeine, Biotinoyl Tripeptide-1, Acetyl Tetrapeptide-3, Larix Europaea Wood Extract, Pisum Sativum Extract, Scutellaria Baicalensis Root Extract, Triticum Vulgare Germ Extract, Glycine Soja Germ Extract, Trifolium Pratense Flower Extract, Camellia Sinensis Leaf Extract, Apigenin, Oleanolic Acid, Arginine, Glycine, Calcium Gluconate, Zinc Chloride, Lactic Acid, Gluconolactone, Dextran, Maltodextrin, Hydroxyethylcellulose, Xanthan gum, Pentylene Glycol, Dimethyl Isosorbide, Polysorbate 20, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Trisodium Ethylenediamine Disuccinate, Sodium Metabisulfite, Sodium Benzoate, Phenoxyethanol, Chlorphenesin."
100% Organic Cold-Pressed Rose Hip Seed Oil, The Ordinary,Rosa Canina Seed Oil.
Alpha Arbutin 2% + HA Hyperpigmentation Serum, The Ordinary,"Alpha Arbutin, Hyaluronic Acid, Water, Alpha-Arbutin, Polyacrylate Crosspolymer-6, Hydrolyzed Sodium Hyaluronate, Propanediol, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Lactic Acid, Trisodium Ethylenediamine Disuccinate, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin."
Azelaic Acid 10% Suspension Brightening Cream, The Ordinary,"Azelaic Acid, Water, Isodecyl Neopentanoate, Dimethicone, Azelaic Acid, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, Dimethyl Isosorbide, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Polysilicone-11, Isohexadecane, Tocopherol, Trisodium Ethylenediamine Disuccinate, Isoceteth-20, Polysorbate 60, Triethanolamine, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin."
Salicylic Acid 2% Anhydrous Solution Pore Clearing Serum, The Ordinary,"Salicylic Acid, 4TButylcyclohexanol, Squalane, Caprylic/Capric Triglyceride, Pentylene Glycol, Salicylic Acid, Oleic/Linoleic/Linolenic Polyglycerides, 4-t-Butylcyclohexanol, Hydroxymethoxyphenyl Decanone, Phenoxyethanol, Chlorphenesin."
Lactic Acid 10% + HA 2% Exfoliating Serum, The Ordinary,"Tasmanian Pepperberry, Lactic Acid, Aqua (Water), Lactic Acid, Glycerin, Pentylene Glycol, Propanediol, Sodium Hydroxide, Sodium Hyaluronate Crosspolymer, Tasmannia Lanceolata Fruit/Leaf Extract, Acacia Senegal Gum, Xanthan Gum, Isoceteth-20, Trisodium Ethylenediamine Disuccinate, Ethylhexylglycerin, 1,2-Hexanediol, Caprylyl Glycol."
